,fips,state_name,hospital_name,hospital_type,hq_address,hq_city,hq_state,latitude,longtitude
182,4019.0,Arizona,Tucson Medical Center (AKA TMC HealthCare),Short Term Acute Care Hospital,5301 E Grant Rd,Tucson,AZ,32.25271330000004,-110.87812479999997
183,4019.0,Arizona,St Marys Hospital,Short Term Acute Care Hospital,1601 W Saint Marys Rd,Tucson,AZ,32.228575,-111.001298
184,4019.0,Arizona,St Joseph Hospital,Short Term Acute Care Hospital,350 N Wilmot Rd,Tucson,AZ,32.22648910000004,-110.8550125
185,4021.0,Arizona,Banner Casa Grande Medical Center,Short Term Acute Care Hospital,1800 E Florence Blvd,Casa Grande,AZ,32.880740100000025,-111.70974549999994
186,4023.0,Arizona,Holy Cross Hospital,Critical Access Hospital,1171 W Target Range Rd,Nogales,AZ,31.340479,-110.959983
187,4025.0,Arizona,Northern Arizona VA Health Care System,VA Hospital,500 N Us Highway 89,Prescott,AZ,34.55193,-112.45232
188,4025.0,Arizona,Yavapai Regional Medical Center - West,Short Term Acute Care Hospital,1003 Willow Creek Rd,Prescott,AZ,34.55934330000008,-112.48111259999996
189,4025.0,Arizona,Verde Valley Medical Center,Short Term Acute Care Hospital,269 S Candy Ln,Cottonwood,AZ,34.73572880000006,-112.029221
190,4027.0,Arizona,Yuma Regional Medical Center,Short Term Acute Care Hospital,2400 S Avenue A,Yuma,AZ,32.682398800000044,-114.634916
191,5001.0,Arkansas,Baptist Health - Stuttgart,Short Term Acute Care Hospital,1703 N Buerkle St,Stuttgart,AR,34.51774780000005,-91.55878369999994
192,5001.0,Arkansas,DeWitt Hospital & Nursing Home,Critical Access Hospital,1641 S Whitehead Dr,De Witt,AR,34.27961370000003,-91.33815669999996
193,5003.0,Arkansas,Ashley County Medical Center,Critical Access Hospital,1015 Unity Rd,Crossett,AR,33.13849430000005,-91.93886159999994
194,5005.0,Arkansas,Baxter Regional Medical Center,Short Term Acute Care Hospital,624 Hospital Dr,Mountain Home,AR,36.34295020000008,-92.39441849999996
195,5007.0,Arkansas,Siloam Springs Regional Hospital,Short Term Acute Care Hospital,603 N Progress Ave,Siloam Springs,AR,36.18954280000003,-94.50834809999998
196,5007.0,Arkansas,Mercy Hospital Northwest Arkansas (FKA Mercy Medical Center),Short Term Acute Care Hospital,2710 S Rife Medical Ln,Rogers,AR,36.30884780000002,-94.18289629999998
197,5007.0,Arkansas,Ozarks Community Hospital of Gravette (AKA Ozarks Community Health System),Critical Access Hospital,1101 Jackson St Sw,Gravette,AR,36.408641,-94.45934159999996
198,5009.0,Arkansas,North Arkansas Regional Medical Center,Short Term Acute Care Hospital,620 N Main St,Harrison,AR,36.23656980000004,-93.10882439999996
199,5011.0,Arkansas,Bradley County Medical Center,Critical Access Hospital,404 S Bradley St,Warren,AR,33.61077020000005,-92.05913779999996
200,5015.0,Arkansas,Mercy Hospital Berryville (FKA St Johns Hospital Berryville),Critical Access Hospital,214 Carter St,Berryville,AR,36.358969900000034,-93.55169789999997
201,5017.0,Arkansas,Chicot Memorial Medical Center,Critical Access Hospital,2729 S Highway 65 82,Lake Village,AR,33.306322900000055,-91.28955269999994
202,5019.0,Arkansas,Baptist Health - Arkadelphia,Critical Access Hospital,3050 Twin Rivers Dr,Arkadelphia,AR,34.122826400000065,-93.08873609999996
203,5021.0,Arkansas,Piggott Community Hospital,Critical Access Hospital,1206 Gordon Duckworth Dr,Piggott,AR,36.3918,-90.2046
204,5023.0,Arkansas,Baptist Health - Heber Springs,Critical Access Hospital,1800 ByPass Rd,Heber Springs,AR,35.504482,-91.99805919999994
205,5027.0,Arkansas,Magnolia Regional Medical Center,Short Term Acute Care Hospital,101 Hospital Dr,Magnolia,AR,33.27425690000007,-93.23918479999998
206,44007.0,Rhode Island,Providence VA Medical Center,VA Hospital,830 Chalkstone Ave,Providence,RI,41.83231540000003,-71.43400669999994
207,5029.0,Arkansas,CHI St Vincent Morrilton,Critical Access Hospital,4 Hospital Dr,Morrilton,AR,35.16795430000008,-92.7213852
208,5031.0,Arkansas,NEA Baptist Memorial Hospital,Short Term Acute Care Hospital,4800 E Johnson Ave,Jonesboro,AR,35.86686780000008,-90.63670429999996
209,5031.0,Arkansas,St Bernards Medical Center,Short Term Acute Care Hospital,225 E Washington Ave,Jonesboro,AR,35.838368,-90.703918
210,5033.0,Arkansas,Baptist Health - Van Buren (FKA Sparks Medical Center - Van Buren),Short Term Acute Care Hospital,211 Crawford Memorial Dr,Van Buren,AR,35.43517890000004,-94.33868159999996
211,5037.0,Arkansas,CrossRidge Community Hospital,Critical Access Hospital,310 Falls Blvd S,Wynne,AR,35.219663500000024,-90.78626779999996
212,5039.0,Arkansas,Dallas County Medical Center,Critical Access Hospital,201 N Clifton St,Fordyce,AR,33.8116,-92.425
213,5041.0,Arkansas,McGehee Hospital (AKA McGehee-Desha County Hospital),Critical Access Hospital,900 S 3rd St,McGehee,AR,33.6188,-91.3934
214,5041.0,Arkansas,Delta Memorial Hospital,Critical Access Hospital,811 Highway 65 S,Dumas,AR,33.873186900000064,-91.48025659999996
215,5043.0,Arkansas,Drew Memorial Health System (FKA Drew Memorial Hospital),Short Term Acute Care Hospital,778 Scogin Dr,Monticello,AR,33.60754730000008,-91.81502029999996
216,5045.0,Arkansas,Conway Regional Medical Center,Short Term Acute Care Hospital,2302 College Ave,Conway,AR,35.08598470000004,-92.45766129999998
217,5047.0,Arkansas,Mercy Hospital Ozark,Critical Access Hospital,801 W River St,Ozark,AR,35.485691400000064,-93.83348729999994
218,5051.0,Arkansas,Levi Hospital (AKA Leo N Levi National Arthritis Hospital),Short Term Acute Care Hospital,300 Prospect Ave,Hot Springs,AR,34.510017,-93.05718949999994
219,5051.0,Arkansas,National Park Medical Center,Short Term Acute Care Hospital,1910 Malvern Ave,Hot Springs,AR,34.486004,-93.035211
220,5051.0,Arkansas,CHI St Vincent Hot Springs (FKA Mercy Hospital Hot Springs),Short Term Acute Care Hospital,300 Werner St,Hot Springs,AR,34.46817020000003,-93.06631349999998
221,5055.0,Arkansas,Arkansas Methodist Medical Center,Short Term Acute Care Hospital,900 W Kingshwy,Paragould,AR,36.06,-90.5
222,5057.0,Arkansas,Wadley Regional Medical Center at Hope (FKA Medical Park Hospital),Short Term Acute Care Hospital,2001 S Main St,Hope,AR,33.64909990000007,-93.58689519999996
223,5059.0,Arkansas,Baptist Health - Hot Spring County (FKA Hot Spring County Medical Center),Short Term Acute Care Hospital,1001 Schneider Dr,Malvern,AR,34.35878930000007,-92.785668
224,45019.0,South Carolina,Ralph H Johnson VA Medical Center,VA Hospital,109 Bee St,Charleston,SC,32.78411970000008,-79.95406889999998
225,5061.0,Arkansas,Howard Memorial Hospital,Critical Access Hospital,130 Medical Cir,Nashville,AR,33.94955780000004,-93.88054819999996
226,5063.0,Arkansas,White River Medical Center,Short Term Acute Care Hospital,1710 Harrison St,Batesville,AR,35.767669700000056,-91.63433269999996
227,5069.0,Arkansas,Jefferson Regional Medical Center,Short Term Acute Care Hospital,1600 W 40th Ave,Pine Bluff,AR,34.188636,-92.01767639999996
228,5071.0,Arkansas,Johnson Regional Medical Center,Short Term Acute Care Hospital,1100 E Poplar St,Clarksville,AR,35.4643,-93.4449
229,5075.0,Arkansas,Lawrence Memorial Hospital,Critical Access Hospital,1309 W Main St,Walnut Ridge,AR,36.0747,-90.9688
230,5083.0,Arkansas,Mercy Hospital Paris (FKA North Logan Mercy Hospital),Critical Access Hospital,500 E Academy St,Paris,AR,35.28921320000006,-93.7248661
231,5083.0,Arkansas,Mercy Hospital Booneville (FKA Booneville Community Hospital),Critical Access Hospital,880 W Main St,Booneville,AR,35.14044350000006,-93.934819
232,5093.0,Arkansas,South Mississippi County Regional Medical Center,Critical Access Hospital,611 W Lee Ave,Osceola,AR,35.69986350000005,-89.97562419999997
233,5093.0,Arkansas,Great River Medical Center,Short Term Acute Care Hospital,1520 N Division St,Blytheville,AR,35.942244,-89.9188352
234,5103.0,Arkansas,Ouachita County Medical Center,Short Term Acute Care Hospital,638 California Ave Sw,Camden,AR,33.57586440000006,-92.83626019999996
235,5107.0,Arkansas,Helena Regional Medical Center,Short Term Acute Care Hospital,1801 Martin Luther King Jr Dr,Helena,AR,34.51021910000003,-90.62717929999997
236,5113.0,Arkansas,Mena Regional Health System,Short Term Acute Care Hospital,311 Morrow St N,Mena,AR,34.58918750000004,-94.22164209999994
237,5115.0,Arkansas,St Marys Regional Medical Center (AKA Saint Marys Regional Health System),Short Term Acute Care Hospital,1808 W Main St,Russellville,AR,35.28319,-93.149218
238,5119.0,Arkansas,Baptist Health - North Little Rock,Short Term Acute Care Hospital,3333 Springhill Dr,North Little Rock,AR,34.783804400000065,-92.2229774
239,5119.0,Arkansas,University of Arkansas for Medical Sciences Medical Center (AKA UAMS),Short Term Acute Care Hospital,4301 W Markham St,Little Rock,AR,34.748863,-92.32121779999994
240,5119.0,Arkansas,CHI St Vincent Infirmary,Short Term Acute Care Hospital,2 Saint Vincent Cir,Little Rock,AR,34.749804,-92.33959689999996
241,5119.0,Arkansas,Central Arkansas Veterans Healthcare System - John L McClellan Memorial Veterans Hospital,VA Hospital,4300 W 7th St,Little Rock,AR,34.74636760000004,-92.32046749999996
242,5119.0,Arkansas,Baptist Health - Little Rock,Short Term Acute Care Hospital,9601 Baptist Health Dr,Little Rock,AR,34.744562200000075,-92.381458
243,5119.0,Arkansas,Arkansas Surgical Hospital,Short Term Acute Care Hospital,5201 Northshore Dr,North Little Rock,AR,34.800302300000055,-92.34909319999996
244,5119.0,Arkansas,Arkansas Heart Hospital,Short Term Acute Care Hospital,1701 S Shackleford Rd,Little Rock,AR,34.73906750000003,-92.39330609999996
245,5119.0,Arkansas,CHI St Vincent North,Short Term Acute Care Hospital,2215 Wildwood Ave,Sherwood,AR,34.813402300000064,-92.20912419999996
246,5119.0,Arkansas,Arkansas Childrens Hospital,Childrens Hospital,1 Childrens Way,Little Rock,AR,34.74294960000003,-92.29296849999996
247,5121.0,Arkansas,St Bernards Five Rivers (FKA Five Rivers Medical Center),Short Term Acute Care Hospital,2801 Medical Center Dr,Pocahontas,AR,36.29004520000007,-90.9974883
248,5123.0,Arkansas,Forrest City Medical Center,Short Term Acute Care Hospital,1601 New Castle Rd,Forrest City,AR,35.026145100000065,-90.77901819999994
249,5125.0,Arkansas,Saline Memorial Hospital,Short Term Acute Care Hospital,1 Medical Park Dr,Benton,AR,34.573828400000025,-92.58556309999994
250,5127.0,Arkansas,Mercy Hospital Waldron (FKA Mercy Hospital Scott County),Critical Access Hospital,1341 W 6th St,Waldron,AR,34.8968,-94.1074
251,5131.0,Arkansas,Baptist Health - Fort Smith (FKA Sparks Regional Medical Center),Short Term Acute Care Hospital,1001 Towson Ave,Fort Smith,AR,35.374113600000044,-94.419774
252,5131.0,Arkansas,Mercy Hospital Fort Smith (FKA St Edward Mercy Medical Center),Short Term Acute Care Hospital,7301 Rogers Ave,Fort Smith,AR,35.355797100000075,-94.3526657
253,5137.0,Arkansas,Stone County Medical Center,Critical Access Hospital,2106 E Main St,Mountain View,AR,35.85672310000007,-92.08295879999996
254,5139.0,Arkansas,Medical Center of South Arkansas,Short Term Acute Care Hospital,700 W Grove St,El Dorado,AR,33.2183,-92.6722
255,5141.0,Arkansas,Ozark Health Medical Center,Critical Access Hospital,2500 Highway 65 S,Clinton,AR,35.559199,-92.452208
256,5143.0,Arkansas,Veterans Health Care System of the Ozarks (AKA Fayetteville VA Medical Center),VA Hospital,1100 N College Ave,Fayetteville,AR,36.07739820000006,-94.15693059999997
257,5143.0,Arkansas,Northwest Health Physicians Specialty Hospital,Short Term Acute Care Hospital,3873 N Parkview Dr,Fayetteville,AR,36.12152040000007,-94.13418449999996
258,5143.0,Arkansas,Northwest Medical Center - Springdale,Short Term Acute Care Hospital,609 W Maple Ave,Springdale,AR,36.18013970000004,-94.13682289999996
259,5143.0,Arkansas,Washington Regional Medical Center,Short Term Acute Care Hospital,3215 N Northhills Blvd,Fayetteville,AR,36.10920310000006,-94.15953459999996
260,5145.0,Arkansas,Unity Health - White County Medical Center,Short Term Acute Care Hospital,3214 E Race Ave,Searcy,AR,35.25068780000004,-91.69233329999996
261,5149.0,Arkansas,John Ed Chambers Memorial Hospital,Short Term Acute Care Hospital,719 Detroit Ave,Danville,AR,35.05454560000004,-93.388009
262,5149.0,Arkansas,Dardanelle Regional Medical Center (FKA River Valley Medical Center),Critical Access Hospital,200 N 3rd St,Dardanelle,AR,35.2202,-93.1565
263,6001.0,California,St Rose Hospital,Short Term Acute Care Hospital,27200 Calaroga Ave,Hayward,CA,37.63367780000005,-122.08854839999998
264,6001.0,California,Alta Bates Summit Medical Center - Summit Campus,Short Term Acute Care Hospital,350 Hawthorne Ave,Oakland,CA,37.821677,-122.26308459999996
265,6001.0,California,San Leandro Hospital,Short Term Acute Care Hospital,13855 E 14th St,San Leandro,CA,37.71223620000006,-122.14335239999996
266,6001.0,California,Washington Hospital,Short Term Acute Care Hospital,2000 Mowry Ave,Fremont,CA,37.55726,-121.97976039999998
267,6001.0,California,Alameda Hospital,Short Term Acute Care Hospital,2070 Clinton Ave,Alameda,CA,37.76278060000004,-122.25349109999996
268,6001.0,California,Stanford Health Care - ValleyCare Medical Center,Short Term Acute Care Hospital,5555 W Las Positas Blvd,Pleasanton,CA,37.69339460000003,-121.88034169999996
269,6001.0,California,Alta Bates Summit Medical Center - Alta Bates Campus,Short Term Acute Care Hospital,2450 Ashby Ave,Berkeley,CA,37.85562790000006,-122.25750139999997
270,6001.0,California,Kaiser Permanente - Oakland Medical Center,Short Term Acute Care Hospital,3600 Broadway,Oakland,CA,37.823492300000055,-122.25812179999996
271,6001.0,California,Eden Medical Center,Short Term Acute Care Hospital,20103 Lake Chabot Rd,Castro Valley,CA,37.69834050000003,-122.08969149999996
272,6005.0,California,Sutter Amador Hospital,Short Term Acute Care Hospital,200 Mission Blvd,Jackson,CA,38.35048260000008,-120.764465
273,6007.0,California,Enloe Medical Center,Short Term Acute Care Hospital,1531 Esplanade,Chico,CA,39.74258670000006,-121.849727
274,6007.0,California,Oroville Hospital,Short Term Acute Care Hospital,2767 Olive Hwy,Oroville,CA,39.50625970000005,-121.54109279999994
275,6009.0,California,Mark Twain Medical Center,Critical Access Hospital,768 Mountain Ranch Rd,San Andreas,CA,38.190076100000056,-120.6706256
276,6011.0,California,Colusa Regional Medical Center,Short Term Acute Care Hospital,199 E Webster St,Colusa,CA,39.20630060000008,-122.00071449999996
277,6013.0,California,John Muir Health - Concord Medical Center,Short Term Acute Care Hospital,2540 East St,Concord,CA,37.98289960000005,-122.03375649999998
278,6013.0,California,Sutter Delta Medical Center,Short Term Acute Care Hospital,3901 Lone Tree Way,Antioch,CA,37.982759300000055,-121.8029656
279,6013.0,California,San Ramon Regional Medical Center,Short Term Acute Care Hospital,6001 Norris Canyon Rd,San Ramon,CA,37.77597050000003,-121.95824259999996
280,6013.0,California,Kaiser Permanente - Antioch Medical Center,Short Term Acute Care Hospital,4501 Sand Creek Rd,Antioch,CA,37.95084180000004,-121.77492859999997
281,6013.0,California,Contra Costa Regional Medical Center,Short Term Acute Care Hospital,2500 Alhambra Ave,Martinez,CA,38.006764,-122.13279369999998
282,6013.0,California,Kaiser Permanente - Walnut Creek Medical Center,Short Term Acute Care Hospital,1425 S Main St,Walnut Creek,CA,37.89143680000007,-122.05894179999996
283,6013.0,California,John Muir Health - Walnut Creek Medical Center,Short Term Acute Care Hospital,1601 Ygnacio Valley Rd,Walnut Creek,CA,37.91287690000007,-122.04094979999996
284,6015.0,California,Sutter Coast Hospital,Short Term Acute Care Hospital,800 E Washington Blvd,Crescent City,CA,41.77365880000008,-124.19424689999994
285,6017.0,California,Marshall Medical Center,Short Term Acute Care Hospital,1100 Marshall Way,Placerville,CA,38.72467,-120.79165009999996
286,6017.0,California,Barton Memorial Hospital (AKA Barton Health),Short Term Acute Care Hospital,2170 South Ave,South Lake Tahoe,CA,38.91165310000008,-119.99780909999998
287,6019.0,California,Adventist Health Reedley,Short Term Acute Care Hospital,372 W Cypress Ave,Reedley,CA,36.60807870000008,-119.4517641
288,6019.0,California,Community Regional Medical Center,Short Term Acute Care Hospital,2823 Fresno St,Fresno,CA,36.742835,-119.78485429999996
289,6019.0,California,Saint Agnes Medical Center,Short Term Acute Care Hospital,1303 E Herndon Ave,Fresno,CA,36.835202200000026,-119.76552779999996
290,6019.0,California,Clovis Community Medical Center,Short Term Acute Care Hospital,2755 Herndon Ave,Clovis,CA,36.83904290000004,-119.660354
291,6019.0,California,Fresno Surgical Hospital,Short Term Acute Care Hospital,6125 N Fresno St,Fresno,CA,36.82484590000007,-119.78191439999996
292,6019.0,California,Kaiser Permanente - Fresno Medical Center,Short Term Acute Care Hospital,7300 N Fresno St,Fresno,CA,36.84243310000005,-119.780467
293,6019.0,California,Fresno Heart & Surgical Hospital,Short Term Acute Care Hospital,15 E Audubon Dr,Fresno,CA,36.85991530000007,-119.7887439
294,6021.0,California,Glenn Medical Center,Critical Access Hospital,1133 W Sycamore St,Willows,CA,39.52132080000007,-122.20804629999998
295,6023.0,California,Jerold Phelps Community Hospital,Critical Access Hospital,733 Cedar St,Garberville,CA,40.10164150000003,-123.79224069999998
296,6023.0,California,Redwood Memorial Hospital,Critical Access Hospital,3300 Renner Dr,Fortuna,CA,40.58273440000005,-124.1362107
297,6023.0,California,Mad River Community Hospital,Short Term Acute Care Hospital,3800 Janes Rd,Arcata,CA,40.89633610000004,-124.09167069999997
298,6023.0,California,St Joseph Hospital - Eureka,Short Term Acute Care Hospital,2700 Dolbeer St,Eureka,CA,40.78401570000005,-124.14237859999996
299,54003.0,West Virginia,Martinsburg VA Medical Center,VA Hospital,510 Butler Ave,Martinsburg,WV,39.41421290000005,-77.91143849999997
300,6025.0,California,El Centro Regional Medical Center,Short Term Acute Care Hospital,1415 Ross Ave,El Centro,CA,32.78043330000003,-115.568571
301,6025.0,California,Pioneers Memorial Hospital (AKA Pioneers Memorial Healthcare District),Short Term Acute Care Hospital,207 W Legion Rd,Brawley,CA,32.95911250000006,-115.55390659999996
302,6027.0,California,Southern Inyo Hospital (AKA Southern Inyo Healthcare District),Critical Access Hospital,501 E Locust St,Lone Pine,CA,36.60905390000005,-118.05785289999994
303,6027.0,California,Northern Inyo Hospital,Critical Access Hospital,150 Pioneer Ln,Bishop,CA,37.36218260000004,-118.40715219999998
304,6029.0,California,Kern Valley Healthcare District,Critical Access Hospital,6412 Laurel Ave,Lake Isabella,CA,35.635214,-118.40601969999994
305,6029.0,California,Adventist Health Tehachapi Valley (FKA Tehachapi Hospital),Critical Access Hospital,1100 Magellan Dr,Tehachapi,CA,35.147446,-118.4504419
